loser,winner,result,year,link
Steve Berger,Tony DeSouza,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Joey Gilbert,BJ Penn,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Ricardo Almeida,Matt Lindland,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Pete Williams,Semmy Schilt,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Matt Serra,Shonie Carter,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Kevin Randleman,Chuck Liddell,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Pat Miletich,Carlos Newton,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Pedro Rizzo,Randy Couture,win,2001,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
Paul Rodriguez,Tony DeSouza,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Andrei Arlovski,Ricco Rodriguez,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Yuki Kondo,Vladimir Matyushenko,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Fabiano Iha,Caol Uno,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Shonie Carter,Pat Miletich,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Semmy Schilt,Josh Barnett,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Din Thomas,BJ Penn,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Elvis Sinosic,Tito Ortiz,win,2001,http://www.ufcstats.com/event-details/7b9aa973e5c04624
Fabiano Iha,Din Thomas,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Eugene Jackson,Ricardo Almeida,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Tony DeSouza,Jutaro Nakao,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Gil Castillo,Dave Menne,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Yves Edwards,Matt Serra,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Murilo Bustamante,Chuck Liddell,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Dennis Hallman,Jens Pulver,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Vladimir Matyushenko,Tito Ortiz,win,2001,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
Roberto Traven,Frank Mir,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Phil Baroni,Matt Lindland,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Homer Moore,Evan Tanner,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Bobby Hoffman,Josh Barnett,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Caol Uno,BJ Penn,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Carlos Newton,Matt Hughes,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Pete Williams,Ricco Rodriguez,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Pedro Rizzo,Randy Couture,win,2001,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
Keith Rockel,Eugene Jackson,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
Chris Brennan,Gil Castillo,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
Renato Sobral,Kevin Randleman,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
Ricardo Almeida,Andrei Semenov,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
Amar Suloev,Chuck Liddell,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
Dave Menne,Murilo Bustamante,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
Jeff Monson,Ricco Rodriguez,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
BJ Penn,Jens Pulver,win,2002,http://www.ufcstats.com/event-details/946f341df6472ee0
Jutaro Nakao,Sean Sherk,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Kelly Dullanty,Matt Serra,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Pete Williams,Frank Mir,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Elvis Sinosic,Evan Tanner,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Pat Miletich,Matt Lindland,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Hayato Sakurai,Matt Hughes,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Andrei Arlovski,Pedro Rizzo,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Randy Couture,Josh Barnett,win,2002,http://www.ufcstats.com/event-details/02fc8f50f56eb307
Aaron Riley,Robbie Lawler,win,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Steve Berger,Benji Radach,nc,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Andrei Semenov,Ivan Salaverry,win,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Yves Edwards,Caol Uno,win,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Amar Suloev,Phil Baroni,win,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Paul Creighton,BJ Penn,win,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Tsuyoshi Kohsaka,Ricco Rodriguez,win,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Matt Lindland,Murilo Bustamante,win,2002,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
Joao Pierini,Yves Edwards,win,2002,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
Rodrigo Ruas,Tony Fryklund,win,2002,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
Steve Berger,Robbie Lawler,win,2002,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
Zach Light,Pete Spratt,win,2002,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
Nick Serra,Benji Radach,win,2002,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
Vitor Belfort,Chuck Liddell,win,2002,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
Chris Haseman,Evan Tanner,win,2002,http://www.ufcstats.com/event-details/1dc56b59cb28425d
Elvis Sinosic,Renato Sobral,win,2002,http://www.ufcstats.com/event-details/1dc56b59cb28425d
James Zikic,Phillip Miller,win,2002,http://www.ufcstats.com/event-details/1dc56b59cb28425d
Leigh Remedios,Genki Sudo,win,2002,http://www.ufcstats.com/event-details/1dc56b59cb28425d
Eugene Jackson,Mark Weir,win,2002,http://www.ufcstats.com/event-details/1dc56b59cb28425d
Frank Mir,Ian Freeman,win,2002,http://www.ufcstats.com/event-details/1dc56b59cb28425d
Carlos Newton,Matt Hughes,win,2002,http://www.ufcstats.com/event-details/1dc56b59cb28425d
Benji Radach,Sean Sherk,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Ivan Salaverry,Matt Lindland,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Dave Menne,Phil Baroni,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Pedro Rizzo,Gan McGee,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Din Thomas,Caol Uno,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Matt Serra,BJ Penn,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Wesley Correira,Tim Sylvia,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Randy Couture,Ricco Rodriguez,win,2002,http://www.ufcstats.com/event-details/0cf935519d439ba6
Mark Weir,Phillip Miller,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Travis Wiuff,Vladimir Matyushenko,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Ian Freeman,Andrei Arlovski,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Tiki Ghosn,Robbie Lawler,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Pete Spratt,Carlos Newton,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Gil Castillo,Matt Hughes,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Renato Sobral,Chuck Liddell,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Ken Shamrock,Tito Ortiz,win,2002,http://www.ufcstats.com/event-details/e06fd1260ac865a7
Rich Clementi,Yves Edwards,win,2003,http://www.ufcstats.com/event-details/bba678d312590087
Alexandre Dantas,Gan McGee,win,2003,http://www.ufcstats.com/event-details/bba678d312590087
Matt Serra,Din Thomas,win,2003,http://www.ufcstats.com/event-details/bba678d312590087
Pedro Rizzo,Vladimir Matyushenko,win,2003,http://www.ufcstats.com/event-details/bba678d312590087
Phil Baroni,Matt Lindland,win,2003,http://www.ufcstats.com/event-details/bba678d312590087
Caol Uno,BJ Penn,draw,2003,http://www.ufcstats.com/event-details/bba678d312590087
David Abbott,Frank Mir,win,2003,http://www.ufcstats.com/event-details/bba678d312590087
Ricco Rodriguez,Tim Sylvia,win,2003,http://www.ufcstats.com/event-details/bba678d312590087
Mark Weir,David Loiseau,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Richard Crunkilton,Hermes Franca,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Genki Sudo,Duane Ludwig,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Evan Tanner,Rich Franklin,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Sean Alvarez,Wesley Correira,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Romie Aram,Dave Strasser,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Robbie Lawler,Pete Spratt,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Sean Sherk,Matt Hughes,win,2003,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
Tra Telligman,Pedro Rizzo,win,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
Matt Lindland,Falaniko Vitale,win,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
Eddie Ruiz,Yves Edwards,win,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
Wes Sims,Frank Mir,win,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
Ian Freeman,Vernon White,draw,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
Marvin Eastman,Vitor Belfort,win,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
David Abbott,Kimo Leopoldo,win,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
Chuck Liddell,Randy Couture,win,2003,http://www.ufcstats.com/event-details/108afe61a26bcbf4
Caol Uno,Hermes Franca,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Jeremy Jackson,Nick Diaz,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Gerald Strebendt,Josh Thomson,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Dave Strasser,Karo Parisyan,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Edwin DeWees,Rich Franklin,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
David Loiseau,Jorge Rivera,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Gan McGee,Tim Sylvia,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Vladimir Matyushenko,Andrei Arlovski,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Tito Ortiz,Randy Couture,win,2003,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
Nick Agallar,Yves Edwards,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
Chris Liguori,Keith Rockel,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
Ricco Rodriguez,Pedro Rizzo,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
Chris Lytle,Robbie Lawler,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
Phil Baroni,Evan Tanner,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
David Abbott,Wesley Correira,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
Falaniko Vitale,Matt Lindland,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
Frank Trigg,Matt Hughes,win,2003,http://www.ufcstats.com/event-details/e670f8cc2969a789
Jeff Curran,Matt Serra,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Hermes Franca,Josh Thomson,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Karo Parisyan,Georges St-Pierre,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Jorge Rivera,Lee Murray,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Wes Sims,Frank Mir,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Matt Hughes,BJ Penn,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Carlos Newton,Renato Verissimo,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Randy Couture,Vitor Belfort,win,2004,http://www.ufcstats.com/event-details/94609dd91731d428
Mike Brown,Genki Sudo,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Wade Shipp,Jonathan Wiezorek,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Wes Sims,Mike Kyle,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Robbie Lawler,Nick Diaz,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Wesley Correira,Andrei Arlovski,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Hermes Franca,Yves Edwards,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Tiki Ghosn,Chris Lytle,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Tito Ortiz,Chuck Liddell,win,2004,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
Curtis Stout,Trevor Prangley,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Jay Hieron,Georges St-Pierre,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Ivan Menjivar,Matt Serra,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Phil Baroni,Evan Tanner,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Renato Verissimo,Matt Hughes,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Tim Sylvia,Frank Mir,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Dennis Hallman,Frank Trigg,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Kimo Leopoldo,Ken Shamrock,win,2004,http://www.ufcstats.com/event-details/429e7d3725852ce9
Josh Thomson,Yves Edwards,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Nick Diaz,Karo Parisyan,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Ronald Jhun,Chris Lytle,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Mike Kyle,Justin Eilers,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Matt Lindland,David Terrell,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Vernon White,Chuck Liddell,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Joe Doerksen,Joe Riggs,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Vitor Belfort,Randy Couture,win,2004,http://www.ufcstats.com/event-details/b4bc2e3353a770b5
Marvin Eastman,Travis Lutter,win,2004,http://www.ufcstats.com/event-details/ce783bf73b5131f9
Tony Fryklund,Ivan Salaverry,win,2004,http://www.ufcstats.com/event-details/ce783bf73b5131f9
Robbie Lawler,Evan Tanner,win,2004,http://www.ufcstats.com/event-details/ce783bf73b5131f9
Renato Verissimo,Frank Trigg,win,2004,http://www.ufcstats.com/event-details/ce783bf73b5131f9
Georges St-Pierre,Matt Hughes,win,2004,http://www.ufcstats.com/event-details/ce783bf73b5131f9
Jorge Rivera,Rich Franklin,win,2004,http://www.ufcstats.com/event-details/ce783bf73b5131f9
Patrick Cote,Tito Ortiz,win,2004,http://www.ufcstats.com/event-details/ce783bf73b5131f9
Drew Fickett,Nick Diaz,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
Chris Lytle,Karo Parisyan,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
Gideon Ray,David Loiseau,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
James Irvin,Mike Kyle,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
Justin Eilers,Paul Buentello,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
David Terrell,Evan Tanner,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
Tim Sylvia,Andrei Arlovski,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
Phil Baroni,Pete Sell,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
Vitor Belfort,Tito Ortiz,win,2005,http://www.ufcstats.com/event-details/85d905f7c4f5a1af
Josh Rafferty,Alex Karalexis,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Alex Schoenauer,Mike Swick,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Lodune Sincaid,Nate Quarry,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Chris Sanford,Josh Koscheck,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Jason Thacker,Chris Leben,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Bobby Southworth,Sam Hoger,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Kenny Florian,Diego Sanchez,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Stephan Bonnar,Forrest Griffin,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
Ken Shamrock,Rich Franklin,win,2005,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
John Marsh,Mike van Arsdale,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Patrick Cote,Joe Doerksen,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Joe Riggs,Ivan Salaverry,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Jason Miller,Georges St-Pierre,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Travis Lutter,Matt Lindland,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Frank Trigg,Matt Hughes,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Travis Wiuff,Renato Sobral,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Randy Couture,Chuck Liddell,win,2005,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
Koji Oishi,Nick Diaz,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Charles McCarthy,David Loiseau,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Shonie Carter,Nate Quarry,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Kevin Jordan,Paul Buentello,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Bill Mahood,Forrest Griffin,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Evan Tanner,Rich Franklin,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Matt Serra,Karo Parisyan,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Justin Eilers,Andrei Arlovski,win,2005,http://www.ufcstats.com/event-details/d3711d3784b76255
Josh Neer,Drew Fickett,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Alex Karalexis,Kenny Florian,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Gideon Ray,Mike Swick,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Pete Spratt,Josh Koscheck,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Pete Sell,Nate Quarry,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Sam Hoger,Stephan Bonnar,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Patrick Cote,Chris Leben,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Ivan Salaverry,Nate Marquardt,win,2005,http://www.ufcstats.com/event-details/3f24c96753dbd9f9
Terry Martin,James Irvin,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Travis Lutter,Trevor Prangley,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Joe Doerksen,Matt Lindland,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Frank Trigg,Georges St-Pierre,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Brian Gassaway,Diego Sanchez,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Mike van Arsdale,Randy Couture,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Tra Telligman,Tim Sylvia,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Jeremy Horn,Chuck Liddell,win,2005,http://www.ufcstats.com/event-details/669a3cb6e394f515
Jay Hieron,Jonathan Goulet,win,2005,http://www.ufcstats.com/event-details/efaf544314bb5c2e
Brock Larson,Jon Fitch,win,2005,http://www.ufcstats.com/event-details/efaf544314bb5c2e
Thiago Alves,Spencer Fisher,win,2005,http://www.ufcstats.com/event-details/efaf544314bb5c2e
